ID,域,グループ,言語,全著者名,標題,掲載誌名,巻,号,開始ページ,終了ページ,出版年月日,DOI,PubmedID,業績種別,業績詳細種別,査読,責任著者,,IF
105,保健医療学域,ヘルスサービスリサーチ,eng,"Kuno, Toshiki; Takagi, Hisato; Ando, Tomo; Sugiyama, Takehiro; Miyashita, Satoshi; Valentin, Nelson; Shimada, Yuichi J; Kodaira, Masaki; Numasawa, Yohei; Briasoulis, Alexandros; Burger, Alfred; Bangalore, Sripal",Oral Anticoagulation for Patients With Atrial Fibrillation on Long-Term Hemodialysis,Journal of the American College of Cardiology,75,3,273,285,2020-01,10.1016/j.jacc.2019.10.059,31976865,論文,学術雑誌,1,0,,20.589
17,生命医科学域,免疫学,eng,"Noval Rivas M, Wakita D, Franklin MK, Carvalho TT, Abolhesn A, Gomez AC, Fishbein MC, Chen S, Lehman TJ, Sato K, Shibuya A, Fasano A, Kiyono H, Abe M, Tatsumoto N, Yamashita M, Crother TR, Shimada K, Arditi M.",Intestinal Permeability and IgA Provoke Immune Vasculitis Linked to Cardiovascular Inflammation. ,Immunity,51,3,508,521,2019-09,10.1016/j.immuni.2019.05.021,,論文,学術雑誌,1,0,,22.553
17,生命医科学域,免疫学,eng,"Nabekura T, Riggan L, Hildreth AD, O'Sullivan TE, Shibuya A.",Type 1 innate lymphoid cells protect mice from acute liver injury via interferon-g secretion for upregulating Bcl-xL expression in hepatocytes.,Immunity,52,1,96,108,2020-01,10.1016/j.immuni.2019.11.004,,論文,学術雑誌,1,1,,22.553
44,臨床医学域,循環器内科学,eng,"Nagashima, Koichi;Hiro, Takafumi;Fukamachi, Daisuke;Okumura, Yasuo;Watanabe, Ichiro;Hirayama, Atsushi;Tanaka, Masashi;Tanaka, Tomofumi;Takamisawa, Itaru;Taguchi, Isao;Sato, Akira;Aonuma, Kazutaka;Fukamizu, Seiji;Nakada, Akihiro;Watanabe, Atsuyuki;Amioka, Naofumi;Suzuki, Yasuyuki;Matsumoto, Naoya;Koizumi, Junichi;Kumagai, Kazuya;Naya, Masanao;Higuchi, Yoshiharu;Naito, Yoshiro;Masuyama, Tohru;Kawamura, Mitsuharu;Tsunoda, Ryusuke;Suzuki, Susumu;Ishii, Hideki;Murohara, Toyoaki;Shimizu, Takeshi;Takeishi, Yasuchika;Shiina, Kazuki;Yamashita, Jun;Imamura, Tomohiko;Sumitomo, Naokata;Noguchi, Teruo;Aso, Toshihide;Furukawa, Kojiro;Yamauchi, Yasuteru;Okishige, Kaoru;Sakata, Kenji;Yamagishi, Masakazu;Shimizu, Shigeo;Ohno, Masakazu;Sugano, Teruyasu;Matsumura, Koichiro;Matsumoto, Kensuke;Ozaki, Kazuyuki;Hayashidani, Shunji;Meno, Hiroshi;Iwata, Atsushi;Higuma, Takumi;Tomita, Hirofumi;Yoshino, Hideaki;Taniai, Seiichi;Shishido, Koki;Murakami, Masato;Negishi, Koji;Nii, Masaki;Wakatsuki, Daisuke;Suzuki, Hiroshi;Motoike, Yuji;Ozaki, Yukio;Nakazato, Jun;Hayashi, Hidemori;Higuchi, Satoshi;Shoda, Morio",Anomalous origin of the coronary artery coursing between the great vessels presenting with a cardiovascular event (J-CONOMALY Registry),European heart journal,21,2,222,230,2020-02,10.1093/ehjci/jez076,31185091,論文,学術雑誌,1,0,,22.673
44,臨床医学域,循環器内科学,eng,"Machino-Ohtsuka, Tomoko; Seo, Yoshihiro; Ishizu, Tomoko; Hamada-Harimura, Yoshie; Yamamoto, Masayoshi; Sato, Kimi; Sai, Seika; Sugano, Akinori; Obara, Kenichi; Yoshida, Ikuo; Nishi, Isao; Aonuma, Kazutaka; Ieda, Masaki",Clinical utility of the 2016 ASE/EACVI recommendations for the evaluation of left ventricular diastolic function in the stratification of post-discharge prognosis in patients with acute heart failure,European heart journal,20,10,1129,1137,2019-10,10.1093/ehjci/jez082,31074794,論文,学術雑誌,1,1,,22.673
44,臨床医学域,循環器内科学,eng,"Yamada Y, Koizumi T",Rare case of ruptured sinus of Valsalva aneurysm presenting only with diastolic murmur: cine mode reconstruction of cardiac computed tomography revealed flap motion of rupture site,European Heart Journal,3,2,ytz070,,2019-06, 10.1093/ehjcr/ytz070,31449656,論文,学術雑誌,1,0,,22.673
44,臨床医学域,循環器内科学,eng,"Otsu, Kazuya;Tajiri, Kazuko;Sakai, Shunsuke;Ieda, Masaki",Vasospastic angina following immune checkpoint blockade,European heart journal,41,17,1702,1702,2020-05,10.1093/eurheartj/ehz796,31697341,論文,学術雑誌,1,1,,22.673
53,臨床医学域,心臓血管外科学,eng,"Yamamoto, Masayoshi;Yoneyama, Fumiya;Kato, Hideyuki;Ieda, Masaki",Mitral chordal rupture by Impella 5.0 in a patient with fulminant myocarditis and inflammation of mitral chordae,European heart journal,41,20,1943,1943,2019-09,10.1093/eurheartj/ehz675,31549714,論文,学術雑誌,1,0,,22.673
44,臨床医学域,循環器内科学,eng,"Komatsu Y, Hocini M, Nogami A, Maury P, Peichl P, Iwasaki YK, Masuda K, Denis A, Voglimacci-Stephanopoli Q, Wichterle D, Kawamura M, Fukamizu S, Yokoyama Y, Mukai Y, Harada T, Yoshida K, Yasuoka R, Igawa M, Ohira K, Shimizu W, Aonuma K, Kautzner J, Haïssaguerre M, Ieda M",Catheter Ablation of Refractory Ventricular Fibrillation Storm After Myocardial Infarction,Circulation,139,20,2315,2325,2019-05,10.1161/CIRCULATIONAHA.118.037997,30929474,論文,学術雑誌,1,1,,23.603
44,臨床医学域,循環器内科学,eng,"Komatsu, Yuki;Hocini, Mélèze;Nogami, Akihiko;Maury, Philippe;Peichl, Petr;Iwasaki, Yu-Ki;Masuda, Keita;Denis, Arnaud;Voglimacci-Stephanopoli, Quentin;Wichterle, Dan;Kawamura, Mitsuharu;Fukamizu, Seiji;Yokoyama, Yasuhiro;Mukai, Yasushi;Harada, Tomoo;Yoshida, Kentaro;Yasuoka, Ryobun;Igawa, Masayuki;Ohira, Koji;Shimizu, Wataru;Aonuma, Kazutaka;Kautzner, Josef;Haïssaguerre, Michel;Ieda, Masaki",Catheter Ablation of Refractory Ventricular Fibrillation Storm After Myocardial Infarction: A Multicenter Study,Circulation,139,20,2315,2325,2019-05,10.1161/CIRCULATIONAHA.118.037997,30929474,論文,学術雑誌,1,1,,23.603
44,臨床医学域,循環器内科学,eng,"Tajiri, Kazuko;Honda, Jyunya;Ieda, Masaki","Letter by Tajiri et al Regarding Article, ""Myocardial and Systemic Inflammation in Acute Stress-Induced (Takotsubo) Cardiomyopathy""",Circulation,140,13,E694,E695,2019-09,10.1161/CIRCULATIONAHA.119.041319,31545687,論文,学術雑誌,1,1,,23.603
44,臨床医学域,循環器内科学,eng,"Nademanee, Koonlawee;Haissaguerre, Michel;Hocini, Mélèze;Nogami, Akihiko;Cheniti, Ghassen;Duchateau, Josselin;Behr, Elijah R;Saba, Magdi;Bokan, Ryan;Lou, Qing;Amnueypol, Montawatt;Coronel, Ruben;Khongphatthanayothin, Apichai;Veerakul, Gumpanart",Mapping and Ablation of Ventricular Fibrillation Associated With Early Repolarization Syndrome,Circulation,140,18,1477,1490,2019-10,10.1161/CIRCULATIONAHA.118.039022,31542949,論文,学術雑誌,1,0,,23.603
30,生命医科学域,分子行動生理学,eng,"Bassetti, Claudio L A; Adamantidis, Antoine; Burdakov, Denis; Han, Fang; Gay, Steffen; Kallweit, Ulf; Khatami, Ramin; Koning, Frits; Kornum, Brigitte R; Lammers, Gert Jan; Liblau, Roland S; Luppi, Pierre H; Mayer, Geert; Pollmächer, Thomas; Sakurai, Takeshi; Sallusto, Federica; Scammell, Thomas E; Tafti, Mehdi; Dauvilliers, Yves","Narcolepsy - clinical spectrum, aetiopathophysiology, diagnosis and treatment",Nature Reviews Neurology,15,9,519,539,2019-07,10.1038/s41582-019-0226-9,31324898,論文,学術雑誌,1,0,,27
44,臨床医学域,循環器内科学,eng,"Haase, Robert;Schlattmann, Peter;Gueret, Pascal;Andreini, Daniele;Pontone, Gianluca;Alkadhi, Hatem;Hausleiter, Joerg;Garcia, Mario J.;Leschka, Sebastian;Meijboom, Willem B.;Zimmermann, Elke;Gerber, Bernhard;Schoepf, U. Joseph;Shabestari, Abbas A.;Norgaard, Bjarne L.;Meijs, Matthijs F. L.;Sato, Akira;Ovrehus, Kristian A.;Diederichsen, Axel C. P.;Jenkins, Shona M. M.;Knuuti, Juhani;Hamdan, Ashraf;Halvorsen, Bjorn A.;Mendoza-Rodriguez, Vladimir;Rochitte, Carlos E.;Rixe, Johannes;Wan, Yung Liang;Langer, Christoph;Bettencourt, Nuno;Martuscelli, Eugenio;Ghostine, Said;Buechel, Ronny R.;Nikolaou, Konstantin;Mickley, Hans;Yang, Lin;Zhang, Zhaqoi;Chen, Marcus Y.;Halon, David A.;Rief, Matthias;Sun, Kai;Hirt-Moch, Beatrice;Niinuma, Hiroyuki;Marcus, Roy P.;Muraglia, Simone;Jakamy, Reda;Chow, Benjamin J.;Kaufmann, Philipp A.;Tardif, Jean-Claude;Nomura, Cesar;Kofoed, Klaus F.;Laissy, Jean-Pierre;Arbab-Zadeh, Armin;Kitagawa, Kakuya;Laham, Roger;Jinzaki, Masahiro;Hoe, John;Rybicki, Frank J.;Scholte, Arthur;Paul, Narinder;Tan, Swee Y.;Yoshioka, Kunihiro;Roehle, Robert;Schuetz, Georg M.;Schueler, Sabine;Coenen, Maria H.;Wieske, Viktoria;Achenbach, Stephan;Budoff, Matthew J.;Laule, Michael;Newby, David E.;Dewey, Marc",Diagnosis of obstructive coronary artery disease using computed tomography angiography in patients with stable chest pain depending on clinical probability and in clinically important subgroups: meta-analysis of individual patient data,BMJ-BRITISH MEDICAL JOURNAL,365,,,,2019-06,10.1136/bmj.l1945,31189617,論文,学術雑誌,1,0,,30.313
44,臨床医学域,循環器内科学,eng,"Haase R, Schlattmann P, Gueret P, Andreini D, Pontone G, Alkadhi H, Hausleiter J, Garcia M, Leschka S, Meijboom WB, Zimmermann E, Gerber B, Schoepf UJ, Shabestari AA, Nørgaard B, Meijs MFL, Sato A, Ovrehus KA, Diederichsen ACP, Jenkins SMM, Knuuti J, Hamdan A, Halvorsen BA, Mendoza Rodriguez V, Rochitte CE, Rixe J, Wan YL, Langer C, Bettencourt N, Martuscelli E, Ghostine S, Buechel RR, Nikolaou K, Mickley H, Yang L, Zhang Z, Chen MY, Halon DA, Rief M, Sun K, Hirt-Moch B, Niinuma N, Marcus RP, Muraglia S, Jakamy R, ChowB, Kaufmann PA, Tardif JC, Nomura C, Kofoed KF Laissy JP, Arbab-Zadeh A, Kitagawa K, Laham R, Jinzaki M, Hoe J, Rybicki F, Scholte A, Paul A, Tan SY, Yoshioka K, Roehle R, Schuetz GM, Schueler S, Coenen MH, Wieske V, Achenbach S, Budoff MJ, Laule M, Newby DE, Dewey M",Diagnosis of obstructive coronary artery disease using computed tomography angiography in stable chest pain patients depending on clinical probability and in clinically important subgroups: individual patient data meta-analysis,BMJ-BRITISH MEDICAL JOURNAL,365,,I1945,,2019-06,10.1136/bmj.l1945,31189617,論文,学術雑誌,1,0,,30.313
42,臨床医学域,消化器内科学,eng,"Makiyama, Akitaka; Sukawa, Yasutaka; Kashiwada, Tomomi; Kawada, Junji; Hosokawa, Ayumu; Horie, Yoshiki; Tsuji, Akihito; Moriwaki, Toshikazu; Tanioka, Hiroaki; Shinozaki, Katsunori; Uchino, Keita; Yasui, Hirofumi; Tsukuda, Hiroshi; Nishikawa, Kazuhiro; Ishida, Hiroyasu; Yamanaka, Takeharu; Yamazaki, Kentaro; Hironaka, Shuichi; Esaki, Taito; Boku, Narikazu; Hyodo, Ichinosuke; Muro, Kei","Randomized, Phase II Study of Trastuzumab Beyond Progression in Patients With HER2-Positive Advanced Gastric or Gastroesophageal Junction Cancer: WJOG7112G (T-ACT Study)",Journal of clinical oncology,38,17,JCO1903077,+,2020-03,10.1200/JCO.19.03077,32208960,論文,学術雑誌,1,0,,32.956
59,臨床医学域,腎・泌尿器外科学,eng,"Petrylak, Daniel P; de Wit, Ronald; Chi, Kim N; Drakaki, Alexandra; Sternberg, Cora N; Nishiyama, Hiroyuki; Castellano, Daniel; Hussain, Syed A; Fléchon, Aude; Bamias, Aristotelis; Yu, Evan Y; van der Heijden, Michiel S; Matsubara, Nobuaki; Alekseev, Boris; Necchi, Andrea; Géczi, Lajos; Ou, Yen-Chuan; Coskun, Hasan Senol; Su, Wen-Pin; Bedke, Jens; Gakis, Georgios; Percent, Ivor J; Lee, Jae-Lyun; Tucci, Marcello; Semenov, Andrey; Laestadius, Fredrik; Peer, Avivit; Tortora, Giampaolo; Safina, Sufia; Garcia Del Muro, Xavier; Rodriguez-Vida, Alejo; Cicin, Irfan; Harputluoglu, Hakan; Tagawa, Scott T; Vaishampayan, Ulka; Aragon-Ching, Jeanny B; Hamid, Oday; Liepa, Astra M; Wijayawardana, Sameera; Russo, Francesca; Walgren, Richard A; Zimmermann, Annamaria H; Hozak, Rebecca R; Bell-McGuinn, Katherine M; Powles, Thomas","Ramucirumab plus docetaxel versus placebo plus docetaxel in patients with locally advanced or metastatic urothelial carcinoma after platinum-based therapy (RANGE): overall survival and updated results of a randomised, double-blind, phase 3 trial",Lancet Oncology,21,1,105,120,2020-01,10.1016/S1470-2045(19)30668-0,31753727,論文,学術雑誌,1,0,,33.752
32,生命医科学域,メタボロゲノミクス,eng,"Nagao-Kitamoto H, Leslie JL, Kitamoto S, Jin C, Thomsson KA, Gillilland MG 3rd, Kuffa P, Goto Y, Jenq RR, Ishii C, Hirayama A, Seekatz AM, Martens EC, Eaton KA, Kao JY, Fukuda S, Higgins PDR, Karlsson NG, Young VB, Kamada N.",Interleukin-22-mediated host glycosylation prevents Clostridioides difficile infection by modulating the metabolic activity of the gut microbiota. ,Nature Medicine,26,4,608,617,2020-04,10.1038/s41591-020-0764-0,32066975,論文,学術雑誌,1,0,,36.13
32,生命医科学域,メタボロゲノミクス,eng,"Yachida S, Mizutani S, Shiroma H, Shiba S, Nakajima T, Sakamoto T, Watanabe H, Masuda K, Nishimoto Y, Kubo M, Hosoda F, Rokutan H, Matsumoto M, Takamaru H, Yamada M, Matsuda T, Iwasaki M, Yamaji T, Yachida T, Soga T, Kurokawa K, Toyoda A, Ogura Y, Hayashi T, Hatakeyama M, Nakagama H, Saito Y, Fukuda S, Shibata T, Yamada T.",Metagenomic and metabolomic analyses reveal distinct stage-specific phenotypes of the gut microbiota in colorectal cancer,Nature Medicine,25,6,968,976,2019-06,10.1038/s41591-019-0458-7,31171880,論文,学術雑誌,1,0,,36.13
37,生命医科学域,幹細胞治療,eng,"Wilkinson AC, Ishida R, Kikuchi M, Sudo K, Morita M, Crisostomo RV, Yamamoto R, Loh KM, Nakamura Y, Watanabe M, Nakauchi H, Yamazaki S.",Long-term ex vivo haematopoietic-stem-cell expansion allows nonconditioned transplantation.,Nature,571,7763,117,121,2019-05,10.1038/s41586-019-1395-9,31142833,論文,学術雑誌,1,1,,42.779
105,保健医療学域,ヘルスサービスリサーチ,eng,"Nelson, Robert G.; Grams, Morgan E.; Ballew, Shoshana H.; Sang, Yingying; Azizi, Fereidoun; Chadban, Steven J.; Chaker, Layal; Dunning, Stephan C.; Fox, Caroline; Hirakawa, Yoshihisa; Iseki, Kunitoshi; Ix, Joachim; Jafar, Tazeen H.; Koettgen, Anna; Naimark, David M. J.; Ohkubo, Takayoshi; Prescott, Gordon J.; Rebholz, Casey M.; Sabanayagam, Charumathi; Sairenchi, Toshimi; Schoettker, Ben; Shibagaki, Yugo; Tonelli, Marcello; Zhang, Luxia; Gansevoort, Ron T.; Matsushita, Kunihiro; Woodward, Mark; Coresh, Josef; Shalev, Varda; Chalmers, John; Arima, Hisatomi; Perkovic, Vlado; Woodward, Mark; Coresh, Josef; Matsushita, Kunihiro; Grams, Morgan; Sang, Yingying; Polkinghorne, Kevan; Atkins, Robert; Chadban, Steven; Zhang, Luxia; Liu, Lisheng; Zhao, Ming-Hui; Wang, Fang; Wang, Jinwei; Tonelli, Marcello; Sacks, Frank M.; Curhan, Gary C.; Shlipak, Michael; Sarnak, Mark J.; Katz, Ronit; Hiramoto, Jade; Iso, Hiroyasu; Muraki, Isao; Yamagishi, Kazumasa; Umesawa, Mitsumasa; Brenner, Hermann; Schoettker, Ben; Saum, Kai-Uwe; Rothenbacher, Dietrich; Fox, Caroline S.; Hwang, Shih-Jen; Chang, Alex R.; Green, Jamie; Singh, Gurmukteshwar; Kirchner, H. Lester; Black, Corri; Marks, Angharad; Prescott, Gordon J.; Clark, Laura; Fluck, Nick; Cirillo, Massimo; Hallan, Stein; Ovrehus, Marius; Langlo, Knut Asbjorn; Romundstad, Solfrid; Irie, Fujiko; Sairenchi, Toshimi; Correa, Adolfo; Rebholz, Casey M.; Young, Bessie A.; Boulware, L. Ebony; Mwasongwe, Stanford; Watanabe, Tsuyoshi; Yamagata, Kunihiro; Iseki, Kunitoshi; Asahi, Koichi; Chodick, Gabriel; Shalev, Varda; Shlipak, Michael; Sarnak, Mark; Katz, Ronit; Peralta, Carmen; Bottinger, Erwin; Nadkarni, Girish N.; Ellis, Stephen B.; Nadukuru, Rajiv; Kenealy, Timothy; Elley, C. Raina; Collins, John F.; Drury, Paul L.; Ohkubo, Takayoshi; Asayama, Kei; Kikuya, Masahiro; Metoki, Hirohito; Nakayama, Masaaki; Iseki, Kunitoshi; Iseki, Chiho; Nelson, Robert G.; Looker, Helen C.; Knowler, William C.; Gansevoort, Ron T.; Bakker, Stephan J. L.; Heerspink, Hiddo J. L.; Bernardo, Rancho; Jassal, Simerjot K.; Bergstrom, Jaclyn; Ix, Joachim H.; Barrett-Connor, Elizabeth; Kovesdy, Csaba P.; Sumida, Keiichi; Kalantar-Zadeh, Kamyar; Sedaghat, Sanaz; Chaker, Layal; Ikram, M. Arfan; Hoorn, Ewout J.; Dehghan, Abbas; Carrero, Juan J.; Evans, Marie; Elinder, Carl-Gustaf; Wettermark, Bjorn; Wong, Tien Y.; Sabanayagam, Charumathi; Cheng, Ching-Yu; Sokor, Riswana Banu Binte Mohamed Abdul; Wen, Chi-Pang; Tsao, Chwen-Keng; Tsai, Min-Kuang; Chen, Chien-Hua; Hosseinpanah, Farhad; Hadaegh, Farzad; Azizi, Fereidoun; Mirbolouk, Mohammadhassan; Solbu, Marit Dahl; Eriksen, Bjorn Odvar; Jenssen, Trond Geir; Eggen, Anne Elise; Lannfelt, Lars; Larsson, Anders; Arnlov, Johan; Bilo, Henk J. G.; Landman, Gijs W. D.; van Hateren, Kornelis J. J.; Kleefstra, Nanne; Dunning, Stephan C.; Stempniewicz, Nikita; Cuddeback, John; Ciemins, Elizabeth; Coresh, Josef; Grams, Morgan E.; Ballew, Shoshana H.; Matsushita, Kunihiro; Woodward, Mark; Gansevoort, Ron T.; Chang, Alex R.; Hallan, Stein; Koettgen, Anna; Kovesdy, Csaba P.; Levey, Andrew S.; Shalev, Varda; Zhang, Luxia; Ballew, Shoshana H.; Chen, Jingsha; Coresh, Josef; Grams, Morgan E.; Kwak, Lucia; Matsushita, Kunihiro; Sang, Yingying; Surapeneni, Aditya; Woodward, Mark",Development of Risk Prediction Equations for Incident Chronic Kidney Disease,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,322,21,2104,2114,2019-12,10.1001/jama.2019.17379,31703124,論文,学術雑誌,0,0,,45.54
39,臨床医学域,腎臓内科学,eng,"Walsh M, Merkel PA, Peh CA, Szpirt WM, Puéchal X, Fujimoto S, Hawley CM, Khalidi N, Floßmann O, Wald R, Girard LP, Levin A, Gregorini G, Harper L, Clark WF, Pagnoux C, Specks U, Smyth L, Tesar V, Ito-Ihara T, de Zoysa JR, Szczeklik W, Flores-Suárez LF, Carette S, Guillevin L, Pusey CD, Casian AL, Brezina B, Mazzetti A, McAlear CA, Broadhurst E, Reidlinger D, Mehta S, Ives N, Jayne DRW; PEXIVAS Investigators（including Yamagata K, Usui J.)",Plasma Exchange and Glucocorticoids in Severe ANCA-Associated Vasculitis,New England Journal of Medicine,382,7,622,631,2020-02,10.1056/NEJMoa1803537,32053298,論文,解説その他,0,0,,74.699
1,生命医科学域,解剖学・発生学,jpn,"高橋, 智; 水野, 聖哉; 杉山, 文博",ゲノム編集の概要とその実際,日本白内障学会誌,31,1,9,16,2019,10.14938/cataract.11-001,,論文,学術雑誌,1,0,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"當銘, 幸貴","「LEGEND Travel Award Program」Society Report (Participating Society: 124th Annual Meeting of the Japanese Society of Anatomy,National Academic Meeting)",LEGEND Travel Award Program,web,,,,2019-04,,,論文,解説その他,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"佐々木, 哲也",「Participating in the 39th Human Anatomy Training Seminar」Report on the 39th Human Anatomy Training Seminar.,"Graduate School of Medicine, Nagoya University",39,,16,16,2019-12,,,論文,解説その他,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"佐々木, 哲也",Abnormalities of dendritic structures in cortical neurons in model animals of psychiatric disorders,National Institute for Basic Biology Corroborative Research Report 2018,,,324,325,2019-06,,,論文,解説その他,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"佐々木, 哲也",Cell type-specific gene expression / epigenetics and its abnormalities in a model of psychiatric disorder,"Annual reports of the Primate Research Institute, Kyoto University",49,,101,102,2019-10,,,論文,紀要,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"Saki, Tome;Tetsuya, Sasaki;Yosuke, Takei",KIF17-mediated transport of NMDA receptors and schizophrenia.,Japanese Journal of Biological Psychiatry ,30,3,101,104,2019-10,10.11249/jsbpjjpp.30.3_101,,論文,学術雑誌,1,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"武井, 陽介;當銘幸貴;佐々木　哲也",NMDA型グルタミン酸受容体の細胞内輸送と統合失調症,日本生物学的精神医学会誌,30,3,101,104,2019-09,10.11249/jsbpjjpp.30.3_101,,論文,学術雑誌,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"Sasaki, Tetsuya;Komatsu, Yusuke;Yamamori, Tetsuo",Prefrontal-Enriched SLIT1 Expression in Primate Cortex and its Alteration during Cortical Development,日本生物学的精神医学会誌,30,2,81,85,2019-06,10.11249/jsbpjjpp.30.2_81,,論文,学術雑誌,1,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"佐々木, 哲也",前頭前皮質霊長類前頭前皮質に特異的なSLIT1の発現は生後発達期に確立する,解剖学雑誌,2,,15,15,2019-12,,,論文,解説その他,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"當銘　幸貴;佐々木, 哲也;高橋智;武井　陽介",母体レチノイン酸関連オーファン受容体γtの上昇は，ポリイノシン－ポリシチジル酸の流産誘導効果を高める. ,動物実験ニュース,68,4,82,82,2019-10,,,論文,解説その他,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"佐々木, 哲也;小松, 勇介;山森, 哲雄",霊長類前頭前皮質に局在したSLIT1の発現と生後発達変化,日本生物学的精神医学会誌 = Japanese journal of biological psychiatry,30,2,81,85,2019-06,10.11249/jsbpjjpp.30.2_81,,論文,学術雑誌,0,1,,#N/A
2,生命医科学域,解剖学・神経科学,jpn,"佐々木, 哲也",霊長類大脳皮質の機能的領野の形成とその破綻による精神疾患発現機構の解明,新学術領域「マルチスケール脳」News Letter,1,,4,4,2019-12,,,論文,解説その他,0,1,,#N/A
3,生命医科学域,神経生物学,jpn,"増田,知之",学びはどう変わる？: 分野横断型研究・学習の視点から (取材担当: リクルートワークス研究所主任研究員 辰巳 哲子),リクルートワークス研究所 人生100年時代×テクノロジー https://www.works-i.com/project/learning/tech/detail009.html.html,,,,,2019-08,,,論文,解説その他,0,1,,#N/A
4,生命医科学域,診断病理学,jpn,"井奈波良一、加野, 准子",花火大会鑑賞者の花火大会の効果、問題に関する意識調査（第2報）,健康レクリエーション研究,15,,71,79,2019-09,,,論文,解説その他,1,0,,#N/A
5,生命医科学域,病理部,eng,"Kanou, Hideaki;Maruyama, Takumi;Kano, Junko;Oka, Yuki;Kaneta, Daiki;Guerenne, Tiffany;Leproux, Philippe;Couderc, Vincent;Noguchi, Masayuki",Ultra-multiplex CARS spectroscopic imaging with 1-millisecond pixel dwell time ,OSA Continuum,2,5,1693,1705,2019-05,10.1364/OSAC.2.001693,,論文,学術雑誌,1,1,,#N/A
5,生命医科学域,病理部,eng,"Inaba, Masako;Nakao, Tomohei;Hosaka, Sho;Suzuki, Ryoko;Fukushima, Hiroko;Yamaki, Yuni;Saito, Takashi;Sakashita, Shingo;Noguchi, Masayuki;Minami, Manabu;Masumoto, Tomohiko;Mizumoto, Masashi;Sakurai, Hideyuki;Fukushima, Takashi;Takada, Hidetoshi",Urgent Proton Beam Therapy With Interinstitutional Transfer for Patients With Intracranial Rhabdomyosarcoma: Report of 3 Cases,Journal of pediatric hematology/oncology,42,1,E12,E17,2019-10,10.1097/MPH.0000000000001620,31688631,論文,学術雑誌,1,0,,#N/A
5,生命医科学域,病理部,jpn,"一戸怜子,都島由希子,朝田理央,岡﨑舞,市岡恵美香,井口研子,坂東裕子,近藤譲,野口雅之,原尚人",原発性アルドステロン症にACTH非依存性多発副腎皮質大結節性過形成を合併した症例,日本内分泌外科学会雑誌,36,3,不明 合計7P,,2019-09,,,論文,学術雑誌,1,0,,#N/A
5,生命医科学域,病理部,jpn,"金子,洋子;野口,雅之;楊川,堯基;林,苑子;張,紅;塚原,知樹;松永,恒明;多留,賀功;石津,隆;小林,正貴",心肥大を呈した Fabry病維持透析患者の1剖検例,日本内科学会雑誌,108,5,999,1006,2019-05,10.2169/naika.108.999,,論文,学術雑誌,1,1,,#N/A
5,生命医科学域,病理部,jpn,"南, 優子;野口, 雅之",肺癌の病理組織診断update,肺癌,59,,1083,1089,2019-11,10.2482/haigan.59.1083,,論文,学術雑誌,1,1,,#N/A
5,生命医科学域,病理部,jpn,"矢﨑,裕紀;池田,徳彦;野口,雅之;萩原,優;牧野,洋二郎;前原,幸夫;嶋田,善久;垣花,昌俊;岡野,哲也;梶原,直央;大平,達夫",肺野病変を有さない肺腺癌縦隔リンパ節転移の1切除例,肺癌,59,7,1190,1191,2019-12,10.2482/haigan.59.1190,,論文,学術雑誌,1,1,,#N/A
6,生命医科学域,実験病理学,eng,"Wardhani, Bantari Wisynu Kusuma; Puteri, Meidi Utami; Watanabe, Yukihide; Louisa, Melva; Setiabudy, Rianto; Kato, Mitsuyasu",Decreased sensitivity of several anticancer drugs in TMEPAI knockout triple-negative breast cancer cells,MEDICAL JOURNAL OF INDONESIA,28,2,110,115,2019-06,10.13181/mji.v28i2.2687,,論文,学術雑誌,1,0,,#N/A
6,生命医科学域,実験病理学,eng,"BW, Wardhani;MU, Puteri;Watanabe, Yukihide;M, Louisa;R, Setiabudy;M, Kato",TGF-β-Induced TMEPAI Attenuates the Response of Triple-Negative Breast Cancer Cells to Doxorubicin and Paclitaxel,Journal of Experimental Pharmacology,12,,17,26,2020-01,10.2147/JEP.S235233,32158279,論文,学術雑誌,1,0,,#N/A
10,生命医科学域,分子細胞生物学・分子発生生物学,jpn,"渡邉, 朝美;小林, 麻己人",Nrf2経路を介した小胞体ストレスの軽減,医学のあゆみ,271,3,275,276,2019-10,,,論文,学術雑誌,0,1,,#N/A
10,生命医科学域,分子細胞生物学・分子発生生物学,eng,"Zhao, Shen-Bao; Suda, Yasuyuki; Nakanishi, Hideki; Wang, Ning; Yoko-O, Takehiko; Gao, Xiao-Dong; Fujita, Morihisa",Yeast Dop1 is required for glycosyltransferase retrieval from the trans-Golgi network,Biochimica et Biophysica Acta - General Subjects,1863,6,1147,1157,2019-04,10.1016/j.bbagen.2019.04.009,30981741,論文,学術雑誌,1,0,,#N/A
